gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
MDGA2	14033	1195	-46	290178	79632	0	1	0	0	50	0	2679852	3.645893e-01	1
DUS3L	990266	225	26	193410	59220	0	1	0	0	50	0	2520630	3.661187e-01	1
SLITRK6	18898	822	-27	249018	69762	0	1	0	0	50	1	2570190	3.694841e-01	1
PI4KB	1256374	184	31	247548	71610	0	1	0	0	50	0	2531928	3.706301e-01	1
ADAD1	227942	612	-14	177660	46242	0	1	0	0	50	2	2148048	3.715228e-01	1
NR4A1	468067	234	41	172914	56532	0	1	0	0	50	0	1903776	3.732156e-01	1
NLGN4Y	0	0	0	259812	70938	0	1	0	0	50	0	2497992	3.743684e-01	1
MED15	474817	286	44	240786	66276	0	1	0	0	50	0	2530080	3.744216e-01	1
SEMA7A	640438	204	54	201474	57708	0	1	0	0	50	1	2703246	3.750351e-01	1
ZC3H18	626708	184	39	285306	83874	0	1	0	0	31	1	1487430	3.774110e-01	1
VCAM1	277299	899	-6	222558	61194	0	1	0	0	50	1	2252250	3.817820e-01	1
MMRN1	39671	703	-11	369054	99288	0	1	0	0	50	1	3623886	3.854588e-01	1
TCEB3B	120831	639	34	218988	66024	0	1	0	0	50	0	2376990	3.854970e-01	1
CASZ1	809310	433	27	519750	154854	0	2	0	0	37	0	2508618	3.887921e-01	1
NLRP8	802494	561	-68	315126	86184	0	1	0	0	50	1	3405192	3.898580e-01	1
SEMA3A	61350	601	-27	239778	60102	0	1	0	0	50	1	2449440	3.920872e-01	1
CDH12	127633	1075	-20	238812	66738	0	1	0	0	50	1	2426970	3.923731e-01	1
FAM47A	7968	NaN	-15	228732	70896	0	1	0	0	50	1	2835714	3.924126e-01	1
AOAH	247838	600	15	219660	51240	0	1	0	0	50	1	2243388	3.967295e-01	1
TSC22D2	514603	176	19	221466	75264	0	1	0	0	50	0	2279340	3.970921e-01	1
TRPC4AP	1128095	236	45	244146	66822	0	1	0	0	50	2	3188934	3.973126e-01	1
BFSP1	552334	239	-23	197526	58506	0	1	0	0	50	1	2421720	3.976770e-01	1
PTK7	1273888	301	39	321762	92652	0	1	0	0	50	0	3102876	4.022040e-01	1
SEMA3C	114018	419	-27	232176	60648	0	1	0	0	50	2	2697198	4.022548e-01	1
KIF4B	516166	461	38	367626	99204	0	1	0	0	50	0	3051762	4.049038e-01	1
NELL1	45732	989	-19	253932	62202	0	1	0	0	50	1	2493582	4.081431e-01	1
CDH10	30232	737	-29	236964	66318	0	1	0	0	50	1	2267664	4.100992e-01	1
PROM1	174831	435	37	269052	71400	0	1	0	0	50	1	2583588	4.124840e-01	1
FGA	59962	1036	-4	262164	73626	0	1	0	0	50	0	2088744	4.136866e-01	1
ADNP	386595	367	36	331128	87318	0	1	0	0	50	0	2525628	4.144954e-01	1
HPS6	1018634	187	38	212646	80934	0	1	0	0	50	1	2513532	4.178382e-01	1
RPGR	141269	NaN	28	413154	99918	0	1	0	0	50	0	2991534	4.209345e-01	1
CBL	1172813	183	53	271992	78414	0	1	0	0	50	1	2674980	4.211465e-01	1
PDE10A	46364	571	-26	250572	64302	0	1	0	0	50	1	2385348	4.218369e-01	1
SLC5A4	498785	580	-34	199752	57288	0	1	0	0	50	1	1953798	4.236676e-01	1
CEP135	585468	376	18	356496	87402	0	1	0	0	50	0	2721096	4.244471e-01	1
POLR3B	247626	539	7	350658	91602	0	1	0	0	50	0	2690520	4.252601e-01	1
FBF1	1667990	194	22	341460	101304	0	1	0	0	50	0	3210606	4.254450e-01	1
PDE3A	92407	514	-28	339360	100128	0	1	0	0	50	0	2812824	4.268242e-01	1
RIN2	213905	508	0	267540	76440	0	1	0	0	50	0	2351790	4.269909e-01	1
LAMC2	764899	413	19	365232	97944	0	1	0	0	50	0	2929962	4.301239e-01	1
KIAA1407	438696	487	29	291144	71106	0	1	0	0	50	1	2667630	4.306870e-01	1
FAM47C	71087	NaN	-10	294630	97230	0	1	0	0	50	2	3732246	4.317493e-01	1
BNC1	206688	679	11	297654	80724	0	1	0	0	50	0	2350068	4.324437e-01	1
ALDH1L1	203027	610	30	274218	78204	0	1	0	0	50	0	2261994	4.344694e-01	1
TRPA1	19123	936	29	350238	86226	0	1	0	0	50	0	2474472	4.354482e-01	1
RPGRIP1	722324	263	39	394380	103950	0	1	0	0	50	0	3027696	4.369963e-01	1
MX2	241283	506	46	220038	57162	0	1	0	0	50	1	2140068	4.372814e-01	1
DCLK1	82515	1033	-14	221508	63000	0	1	0	0	50	2	2567250	4.376249e-01	1
ZNF521	24828	599	-1	398622	100716	0	1	0	0	50	0	2998338	4.397056e-01	1
LRCH1	284604	798	49	245154	67452	0	1	0	0	50	0	1900920	4.403148e-01	1
KRT14	1494501	323	11	141414	41160	0	1	0	0	20	0	1292550	4.413917e-01	1
XPOT	466767	402	-15	298830	77280	0	1	0	0	50	1	2478714	4.439663e-01	1
DSEL	18159	527	-33	365274	97020	0	1	0	0	50	0	2366658	4.479513e-01	1
KIAA0319L	956500	451	27	319158	87822	0	1	0	0	50	1	2694342	4.485327e-01	1
MAML2	272830	409	6	342468	96894	0	1	0	0	50	0	2393496	4.527897e-01	1
ADAMTS8	693280	382	-6	259476	80976	0	1	0	0	50	0	2306304	4.545758e-01	1
NIN	445811	257	34	671538	168126	0	1	0	0	50	0	2267832	4.561898e-01	1
NCOR1	954548	370	-18	738150	207228	0	1	0	0	50	0	2417142	4.631266e-01	1
XPO1	842390	442	42	335958	81354	0	1	0	0	50	0	2091600	4.642339e-01	1
DAAM2	53428	914	26	326886	88914	0	1	0	0	50	0	2614248	4.654845e-01	1
KCNU1	7048	474	-36	352590	95466	0	1	0	0	50	0	2354520	4.655048e-01	1
AGAP1	134111	614	3	258342	74550	0	1	0	0	50	0	2190846	4.659215e-01	1
PRDM9	15618	1069	-19	272370	70980	0	1	0	0	50	1	2286312	4.694416e-01	1
OTOF	787643	408	41	641130	178248	0	2	0	0	50	0	2394714	4.707417e-01	1
PKP4	212889	532	5	356370	105168	0	1	0	0	50	0	2533482	4.710967e-01	1
MLXIP	776345	NaN	34	273882	81942	0	1	0	0	50	1	2649612	4.723638e-01	1
COBL	133439	509	-22	369516	113568	0	1	0	0	50	1	3181500	4.752011e-01	1
SEC16A	1413299	233	44	695016	211428	0	1	0	0	50	1	2780022	4.784425e-01	1
CPAMD8	947295	386	29	576996	174594	0	1	0	0	50	1	2203278	4.797709e-01	1
FAM135B	6187	989	-37	420882	120540	0	1	0	0	50	0	2776200	4.798358e-01	1
SHROOM1	718028	356	58	240870	85092	0	1	0	0	50	0	2065308	4.806854e-01	1
ADAMTS3	70065	633	-15	371196	95508	0	1	0	0	50	1	2872632	4.826434e-01	1
FN1	585272	533	13	751716	211554	0	1	0	0	50	0	2375646	4.841525e-01	1
TMEM2	235852	312	-7	420168	114576	0	1	0	0	50	0	2645664	4.877505e-01	1
EPHA7	18346	1054	-25	305466	80220	0	1	0	0	50	4	3372138	4.895309e-01	1
PTCH2	656648	191	36	353178	115038	0	1	0	0	50	0	2581824	4.907922e-01	1
FBN2	226750	605	9	910770	222600	0	2	0	0	50	0	2788044	4.945782e-01	1
CTNNA2	10595	1614	-24	254100	70728	0	1	0	0	50	1	2039520	4.953872e-01	1
FREM3	NaN	NaN	NaN	625128	187320	0	1	0	0	50	1	4864608	4.957881e-01	1
KCNB1	1002860	392	54	252420	72786	0	1	0	0	50	2	2518194	4.976209e-01	1
CASKIN2	1918292	195	25	346752	117054	0	1	0	0	50	0	2625924	4.988245e-01	1
PLEKHG5	644634	203	44	323904	97440	0	1	0	0	50	0	2532726	4.998627e-01	1
SLC12A2	257189	531	24	367080	104538	0	1	0	0	50	0	2368338	5.006206e-01	1
ANKFY1	816229	357	26	363678	102648	0	1	0	0	50	0	2446416	5.047703e-01	1
ANKRD30A	53742	1067	-43	425880	98784	0	1	0	0	50	0	2348850	5.061722e-01	1
IRS1	146164	493	-3	356706	113904	0	1	0	0	50	0	2626386	5.063027e-01	1
KIAA0226	560122	252	50	301014	82530	0	1	0	0	50	0	2094918	5.093003e-01	1
MTUS2	267724	784	-5	415464	120036	0	1	0	0	50	0	2619456	5.127137e-01	1
HEATR4	602175	149	42	295344	82656	0	1	0	0	48	1	2234190	5.153765e-01	1
ARHGEF15	772200	257	20	243054	82782	0	1	1	0	50	1	2041074	5.241087e-01	1
KDR	175189	706	3	416850	110712	0	1	0	0	50	0	2394882	5.242870e-01	1
AOX1	572062	160	23	412566	110964	0	1	0	0	50	0	2359434	5.253228e-01	1
ARID1A	975965	182	27	671916	201768	0	1	0	0	37	0	2073540	5.261068e-01	1
PDE3B	364855	539	-14	333270	95004	0	1	0	0	50	1	2441376	5.301669e-01	1
NCOA3	266824	287	49	438186	114828	0	1	0	0	50	0	2358048	5.343273e-01	1
ARHGAP29	466144	327	-9	387786	100338	0	1	0	0	50	1	2305674	5.351077e-01	1
IGSF22	616892	562	25	401058	111636	0	1	0	0	50	0	2511684	5.373726e-01	1
CD163L1	931883	567	13	440706	118734	0	1	0	0	50	0	2426760	5.391299e-01	1
RAD50	715524	320	48	411894	96516	0	1	0	0	50	0	2191434	5.464851e-01	1
COL4A5	118458	NaN	19	501564	162330	0	1	0	0	50	0	2459940	5.471310e-01	1
PPRC1	1029829	187	42	476658	159516	0	1	0	0	50	0	2772840	5.473291e-01	1
PIK3C2A	513121	436	10	516852	136710	0	1	0	0	50	0	2574558	5.530083e-01	1
TMPRSS9	1553941	267	33	308616	100002	0	1	0	0	50	0	2076942	5.555936e-01	1
NHS	70191	NaN	12	486234	146790	0	1	0	0	50	0	2780022	5.599716e-01	1
PTPRG	223467	890	7	443940	117264	0	1	0	0	50	0	2425920	5.618513e-01	1
FILIP1L	267848	573	10	344820	89754	0	1	1	0	50	2	2376444	5.644882e-01	1
PLEKHG4B	836250	543	14	375732	113904	0	1	0	0	50	0	2273964	5.658013e-01	1
MYO16	108921	641	-19	563052	156786	0	1	0	0	50	0	3187632	5.667645e-01	1
NOTCH3	630378	381	11	683634	210462	0	2	0	0	50	0	2177238	5.684819e-01	1
THBS1	467443	433	-5	360276	92946	0	1	0	0	50	1	2344944	5.732442e-01	1
UGGT2	175188	834	34	475398	117180	0	1	0	0	50	1	2677206	5.747475e-01	1
ROBO2	22183	1224	-17	425208	108654	0	1	0	0	40	0	2187234	5.755347e-01	1
MAGI1	74202	843	-10	464436	128898	0	1	0	0	36	0	2629620	5.814430e-01	1
SPEF2	140884	598	-5	567882	142002	0	1	0	0	50	0	2640540	5.824221e-01	1
KIF16B	108352	867	-26	406770	104034	0	1	0	0	50	0	2092230	5.861869e-01	1
WDR33	605495	187	43	442218	125034	0	1	0	0	50	1	2600514	5.924413e-01	1
KDM5B	463071	378	35	470148	126966	0	1	0	0	50	0	2300928	5.973267e-01	1
RIMS2	198819	1035	-8	428736	117600	0	1	0	0	50	1	2446794	6.080412e-01	1
DMD	31871	NaN	-12	1174698	292320	0	2	0	0	50	1	3211362	6.157050e-01	1
TNKS1BP1	929334	250	-20	501312	158172	0	1	0	0	50	0	2466450	6.185936e-01	1
MAP4	1023686	249	35	474936	141960	0	1	0	0	50	0	1983240	6.236181e-01	1
BAI2	1169755	173	36	469476	145656	0	1	0	0	50	0	2538396	6.237830e-01	1
MYBPC3	1189866	245	45	387660	110796	0	1	0	0	50	3	3328710	6.238568e-01	1
ABCC9	529911	984	-17	488376	134064	0	1	0	0	50	0	2067702	6.275322e-01	1
LCT	493727	403	28	575442	161658	0	1	0	0	50	0	2613366	6.327163e-01	1
ADAMTSL1	313133	527	-18	526848	153930	0	1	0	0	50	1	3021564	6.392063e-01	1
POLR2A	1931875	194	29	585186	173964	0	1	0	0	50	0	2774100	6.415081e-01	1
INADL	274287	469	-3	549822	152502	0	1	0	0	50	0	2207478	6.421916e-01	1
CNTNAP4	11522	975	-26	401310	106722	0	1	0	0	50	4	2817318	6.448028e-01	1
MYO5A	517214	386	19	574770	146958	0	1	0	0	50	0	2456874	6.497027e-01	1
NCOA6	1006385	170	47	606228	180516	0	1	0	0	50	0	2372454	6.505487e-01	1
ROBO1	72749	790	-19	506184	142212	0	1	1	0	50	1	2499966	6.524925e-01	1
AGL	289704	595	9	482034	122766	0	1	0	0	50	2	2523780	6.568310e-01	1
FREM1	254826	882	-17	665994	182238	0	1	0	0	50	0	2571408	6.574533e-01	1
ZNF536	106911	926	-73	382494	111300	0	1	0	0	50	1	2180766	6.601004e-01	1
DNAH7	105357	518	-3	1234296	319662	0	1	0	0	32	0	1999242	6.742302e-01	1
CDK5RAP2	386697	450	10	584262	150318	0	1	0	0	50	1	2717274	6.767242e-01	1
PCDH15	2832	1222	-41	756378	208152	0	1	0	0	50	0	2714334	6.797831e-01	1
COL14A1	262056	839	-5	548100	154854	0	1	0	0	50	1	2395596	6.810553e-01	1
KNTC1	917926	215	37	691278	175854	0	1	0	0	50	0	2423106	6.878965e-01	1
MGAM	196155	846	-7	573132	152880	0	1	0	0	50	1	2526426	6.881129e-01	1
PRX	1008676	202	34	415548	146790	0	1	0	0	50	1	2155230	6.902402e-01	1
LRRK2	31336	994	12	781704	199080	0	1	0	0	50	0	2676618	6.916819e-01	1
ARFGEF2	808420	174	49	551124	143136	0	1	0	0	50	0	2055606	6.952241e-01	1
RIMS1	35104	964	-12	527856	149016	0	1	1	0	50	2	3009174	6.969913e-01	1
VPS13B	209453	862	27	1237824	337554	0	1	0	0	29	0	1831704	6.989017e-01	1
SETX	888858	429	36	810180	214200	0	1	0	0	50	0	2719122	7.018768e-01	1
PTPRD	15780	1275	-26	587118	161826	0	1	0	0	50	1	2497824	7.019830e-01	1
CHD9	228561	675	-9	874272	233772	0	1	0	0	43	0	2912532	7.025379e-01	1
COL6A6	198659	527	16	682668	191016	0	1	0	0	50	0	2421468	7.030985e-01	1
MAGI2	17425	1055	-24	435078	125874	0	1	0	0	50	5	3425016	7.065718e-01	1
TTC3	351773	343	47	631680	156828	0	1	0	0	50	0	2053632	7.144489e-01	1
TIAM1	210411	924	-24	481026	133350	0	1	0	0	50	2	2581866	7.159177e-01	1
FLG2	387153	671	6	694554	210630	0	1	0	0	50	0	2112936	7.236246e-01	1
TECTA	243065	769	17	648984	176820	0	1	0	0	50	0	2403030	7.262193e-01	1
ABCA12	526764	857	9	797748	213402	0	1	0	0	50	0	2510844	7.307174e-01	1
WNK2	479663	408	49	639408	213108	0	1	0	0	50	0	2566662	7.376952e-01	1
PKHD1	237026	946	0	1225896	352380	0	2	0	0	50	1	2556960	7.407157e-01	1
PRPF8	1361271	198	27	712446	191730	0	1	0	0	50	0	2427432	7.514446e-01	1
DMBT1	335358	404	2	730758	207942	0	1	0	0	50	0	2374134	7.550137e-01	1
SPTAN1	1917687	197	43	769146	195762	0	1	0	0	50	0	2566410	7.638951e-01	1
KIF26B	609429	825	-5	613452	190806	0	1	0	0	50	0	2271444	7.665362e-01	1
WNK1	467405	289	45	837690	265944	0	1	0	0	50	0	2408994	7.745456e-01	1
MUC2	1467711	466	43	837312	251328	0	1	0	0	50	0	2748018	7.813953e-01	1
CACNA1H	1275017	294	21	689598	217350	0	1	0	0	50	0	2586906	7.816027e-01	1
PRUNE2	178730	851	-15	926772	249942	0	1	0	0	50	0	2434152	7.876258e-01	1
ZNF462	259213	625	-7	751590	202104	0	1	0	0	50	2	2951466	7.954945e-01	1
PKD1L2	290329	327	3	740124	219366	0	1	0	0	43	0	2155734	8.009198e-01	1
PLXND1	754944	210	53	572544	173376	0	1	0	0	45	0	1961946	8.047668e-01	1
CHD7	248521	572	45	905352	246036	0	1	0	0	21	0	1055334	8.088287e-01	1
VPS13C	115338	586	14	1162812	302064	0	1	0	0	50	0	2698122	8.170577e-01	1
SVEP1	211688	369	1	1082340	291564	0	1	0	0	50	1	3156048	8.247941e-01	1
RELN	291011	954	7	1062852	277662	0	1	0	0	50	0	2437680	8.434858e-01	1
TACC2	233439	340	9	865074	269556	0	2	0	0	24	0	1219806	8.468674e-01	1
NOTCH1	1489379	212	43	766164	216636	0	1	1	0	50	1	2677668	8.486686e-01	1
TEX15	352456	346	11	841848	214284	0	1	0	0	33	0	1664208	8.508794e-01	1
PDZD2	440207	557	6	828870	256242	0	2	0	0	24	0	1204644	8.516421e-01	1
MUC17	1124475	272	43	1260378	444654	0	1	1	0	48	1	2892120	8.739381e-01	1
CSMD3	9197	1295	-29	1140678	304290	0	1	0	0	34	0	2008524	8.958437e-01	1
DNAH11	118223	671	8	1386504	364770	0	1	0	0	38	0	2540580	9.019848e-01	1
MUC5B	1400716	311	46	1632960	571032	0	1	1	0	50	1	3232824	9.492202e-01	1
ANK2	237324	911	14	1187760	339738	0	1	0	0	32	0	1585626	9.564883e-01	1
DNAH1	1095946	229	55	1296834	354774	0	1	0	0	33	1	2083326	9.734619e-01	1
PCLO	42656	1075	-27	1513302	444738	0	2	0	0	18	2	1497006	9.811089e-01	1
DSP	825560	218	12	868644	228564	0	1	0	0	19	0	977004	9.826801e-01	1
PKD1	1696923	224	41	1231104	418488	0	1	0	0	22	0	1504944	9.904902e-01	1
FBN3	914975	258	15	861462	232218	0	1	0	0	17	0	886284	9.926574e-01	1
ANK3	213806	634	-8	1338330	379932	0	1	0	0	11	0	1060416	9.940579e-01	1
CDH23	641879	524	41	1042356	312522	0	1	0	0	13	1	942312	9.986422e-01	1
HERC2	219134	1011	-32	1451814	422184	0	1	0	0	11	0	980868	9.989679e-01	1
FAT3	32222	1011	-33	1345806	389466	0	2	0	0	6	0	622692	9.991459e-01	1
NEB	248944	641	13	2688882	638400	0	1	0	0	23	0	1584744	9.991811e-01	1
FAT4	15815	726	-10	1458954	432306	0	2	0	0	3	0	630630	9.993399e-01	1
SHANK1	632386	593	31	613494	215082	0	1	0	0	7	0	375564	9.995366e-01	1
PKD1L1	239031	377	12	858564	246960	0	1	0	0	3	0	365652	9.999624e-01	1
HMCN1	260400	509	-19	1706124	477708	0	1	0	0	2	0	547470	9.999667e-01	1
ASPM	221779	614	-25	1053528	274764	0	1	0	0	1	0	345030	9.999790e-01	1
DNAH9	42730	859	-75	1356852	373758	0	1	0	0	3	0	462084	9.999977e-01	1
TTN	172693	713	23	10939068	3103254	0	1	0	0	0	0	3103254	9.999990e-01	1
DNHD1	425139	491	23	1390914	427392	0	1	0	0	0	0	427392	9.999996e-01	1
FCGBP	1312608	522	29	1572480	488880	0	1	0	0	0	0	488880	9.999999e-01	1
KLHL6	712779	593	32	186774	51618	0	3	2	0	0	2	51618	1.000000e+00	1
A1BG	1621097	406	-25	144396	46872	0	0	0	0	50	0	2345364	1	1
A1CF	113129	613	19	192528	54180	0	0	0	0	50	0	2373630	1	1
A2BP1	2474	1138	-47	143388	37926	0	0	0	0	50	0	2591274	1	1
A2LD1	NaN	NaN	NaN	43764	14952	0	0	0	0	50	2	4821054	1	1
A2M	348389	364	17	449274	125916	0	0	0	0	50	0	3094476	1	1
A2ML1	300254	407	12	445200	122556	0	0	0	0	50	0	2846088	1	1
A4GALT	808038	168	72	101598	32718	0	0	0	0	50	1	2306598	1	1
A4GNT	190056	464	9	101850	28056	0	0	0	0	50	1	2633610	1	1
AAAS	1701810	166	58	163674	50904	0	0	0	0	50	0	2436588	1	1
AACS	894670	306	13	208320	54642	0	0	0	0	50	2	2317980	1	1
AADAC	200470	526	2	120036	33432	0	0	0	0	50	0	2791320	1	1
AADACL2	91028	611	-5	121002	32970	0	0	0	0	50	0	2687748	1	1
AADACL3	145424	454	23	105630	29316	0	0	0	0	50	0	2319534	1	1
AADACL4	145424	454	23	120162	35574	0	0	0	0	50	0	2319534	1	1
AADAT	132912	831	-13	133770	33810	0	0	0	0	50	2	2931852	1	1
AAGAB	312039	320	45	98574	25410	0	0	0	0	50	0	2634618	1	1
AAK1	639466	309	35	290472	83244	0	0	0	0	50	1	2901234	1	1
AAMP	730654	197	33	132552	37170	0	0	0	0	50	0	2183664	1	1
AANAT	1202221	197	29	73752	23394	0	0	0	0	50	0	2447844	1	1
AARS	1335968	139	42	293454	82908	0	0	0	0	50	0	2659146	1	1
AARS2	1037256	312	54	289800	93744	0	0	1	0	50	1	2332302	1	1
AARSD1	1507064	201	26	185682	49938	0	0	0	0	50	0	2078538	1	1
AASDH	639545	594	5	331506	90972	0	0	0	0	50	0	3114342	1	1
AASDHPPT	86519	753	-16	95256	24444	0	0	0	0	50	2	2770992	1	1
AASS	57655	988	-13	285264	76734	0	0	0	0	50	2	2881452	1	1
AATF	668463	384	16	173544	44058	0	0	0	0	50	0	2410548	1	1
AATK	1737949	243	22	395556	130998	0	0	0	0	50	0	2843358	1	1
ABAT	402778	358	-10	156240	40698	0	0	0	0	50	1	2466702	1	1
ABCA1	195112	637	-18	690648	189084	0	0	0	0	50	1	2884182	1	1
ABCA10	137274	415	-43	480900	120876	0	0	0	0	50	0	2627856	1	1
ABCA13	93300	878	-11	1519350	402402	0	0	0	0	14	0	1423800	1	1
ABCA2	1951939	202	40	739200	226464	0	0	0	0	50	0	2523822	1	1
ABCA3	2220466	233	46	509124	150486	0	0	0	0	50	1	2604504	1	1
ABCA4	512482	370	-2	691320	192948	0	0	0	0	50	1	1997310	1	1
ABCA5	52620	314	-50	511434	128772	0	0	0	0	50	0	2635920	1	1
ABCA6	240031	493	-39	502950	127806	0	0	0	0	50	0	2360736	1	1
ABCA7	2387949	206	26	627900	206346	0	0	0	0	50	0	3822252	1	1
ABCA8	295848	637	-41	488250	128394	0	0	0	0	50	0	2523948	1	1
ABCA9	263023	602	-42	501438	131964	0	0	0	0	50	0	2579346	1	1
ABCB1	287293	822	0	389382	108444	0	0	0	0	50	0	2331798	1	1
ABCB10	255826	277	20	214452	71190	0	0	0	0	50	0	2318148	1	1
ABCB11	223582	560	1	402570	110754	0	0	0	0	50	0	2415084	1	1
ABCB4	225315	837	8	391314	109032	0	0	0	0	50	1	2301600	1	1
ABCB5	164218	648	4	387828	105966	0	0	0	0	50	0	2244690	1	1
ABCB6	773232	177	36	249774	77952	0	0	0	0	50	0	2355318	1	1
ABCB7	183021	NaN	-5	228354	64722	0	0	0	0	50	0	2295720	1	1
ABCB8	622098	373	41	209748	69846	0	0	0	0	50	1	2966040	1	1
ABCB9	1093113	196	47	225204	70266	0	0	0	0	50	0	2724666	1	1
ABCC1	409366	264	33	461580	132636	0	0	0	0	50	0	2169006	1	1
ABCC10	1270265	230	49	419580	143766	0	0	1	0	50	2	2819838	1	1
ABCC11	216539	578	-22	418404	118986	0	0	0	0	50	1	3006864	1	1
ABCC12	229669	628	-27	412272	115920	0	0	0	0	50	1	3207414	1	1
ABCC2	1035115	171	30	467838	132174	0	0	0	0	50	1	2241078	1	1
ABCC3	1585602	196	18	461286	142002	0	0	0	0	50	0	2865240	1	1
ABCC4	200377	596	30	408996	113274	0	0	0	0	50	0	2399418	1	1
ABCC5	1425631	375	43	437976	125496	0	0	0	0	50	1	3168102	1	1
ABCC6	385823	188	23	450114	143724	0	0	0	0	50	0	2600934	1	1
ABCC8	454503	598	14	476532	140616	0	0	0	0	50	0	2429322	1	1
ABCD1	1910154	NaN	37	215838	70686	0	0	0	0	50	1	2679726	1	1
ABCD2	70113	596	-16	222852	61782	0	0	0	0	50	1	2662002	1	1
ABCD3	459824	348	-8	209664	54810	0	0	0	0	50	2	2686824	1	1
ABCD4	652027	358	47	186438	52080	0	0	0	0	50	0	2384970	1	1
ABCE1	189309	1139	32	188076	47670	0	0	0	0	50	0	2430750	1	1
ABCF1	2080582	271	32	264222	67914	0	0	0	0	50	0	2552172	1	1
ABCF2	610106	290	32	195846	51996	0	0	0	0	50	0	2733570	1	1
ABCF3	1460188	257	49	216762	61698	0	0	0	0	50	1	2445072	1	1
ABCG1	289449	464	75	220878	64260	0	0	0	0	50	0	2025870	1	1
ABCG4	1258103	195	57	194040	57582	0	0	0	0	50	0	2770446	1	1
ABCG5	544941	480	35	194628	57876	0	0	0	0	50	0	2902620	1	1
ABCG8	501561	480	30	203196	57876	0	0	0	0	50	1	2888760	1	1
ABHD1	1214097	238	50	121002	37002	0	0	0	0	50	3	2683170	1	1
ABHD10	239044	250	10	92022	26292	0	0	0	0	50	0	2489130	1	1
ABHD11	1082063	214	54	119028	37338	0	0	0	0	50	1	2923410	1	1
ABHD12	608597	348	-3	128898	35532	0	0	0	0	50	0	2253972	1	1
ABHD12B	411016	431	41	91938	23982	0	0	0	0	50	0	2902200	1	1
ABHD13	71759	952	-32	100002	28266	0	0	0	0	50	1	2142672	1	1
ABHD14A	1045639	224	36	77910	26922	0	0	0	0	50	0	2100126	1	1
ABHD14B	1045639	224	36	61110	20160	0	0	0	0	50	0	2100126	1	1
ABHD15	802576	353	23	132300	45738	0	0	0	0	50	1	2499252	1	1
ABHD2	639252	388	22	130578	34986	0	0	0	0	50	0	3158778	1	1
ABHD3	269726	244	57	124572	34440	0	0	0	0	50	0	2394126	1	1
ABHD4	975314	380	49	103362	29568	0	0	0	0	50	1	2842014	1	1
ABHD5	103561	437	33	106050	29274	0	0	0	0	50	0	2906190	1	1
ABHD6	611196	221	43	103740	28056	0	0	0	0	50	1	2457504	1	1
ABHD8	842088	211	43	127008	41328	0	0	0	0	50	0	2553012	1	1
ABI1	342602	447	30	158382	46494	0	0	0	0	50	0	2752428	1	1
ABI2	415048	298	23	143556	40908	0	0	0	0	50	0	2388540	1	1
ABI3	816202	346	24	107058	35196	0	0	0	0	50	1	2876118	1	1
ABI3BP	459170	548	-1	333774	90342	0	0	0	0	50	0	2952222	1	1
ABL1	505506	211	29	345870	104328	0	0	0	0	50	1	2421300	1	1
ABL2	328468	301	6	364476	108276	0	0	0	0	50	0	2884686	1	1
ABLIM1	267957	257	13	257082	67620	0	0	0	0	50	0	2358972	1	1
ABLIM2	172573	230	36	207522	53298	0	0	0	0	50	0	2165352	1	1
ABO	1865433	416	45	105882	31458	0	0	0	0	50	0	2119656	1	1
ABP1	763140	604	19	219996	66528	0	0	0	0	50	0	2790816	1	1
ABR	1346718	270	22	278376	75306	0	0	0	0	50	0	2372748	1	1
ABRA	113560	708	18	113736	31416	0	0	0	0	50	1	2268714	1	1
ABT1	411992	498	24	79884	24570	0	0	0	0	50	0	3183768	1	1
ABTB1	679358	336	45	144858	42000	0	0	0	0	50	0	2483586	1	1
ABTB2	769733	368	32	253008	72576	0	0	0	0	50	0	2449272	1	1
ACAA1	302137	411	32	127050	39144	0	0	0	0	50	0	2453766	1	1
ACAA2	290591	530	35	120414	34566	0	0	0	0	50	1	2284506	1	1
ACACA	526151	346	13	734748	201054	0	0	0	0	7	0	520590	1	1
ACACB	528828	519	29	744912	210546	0	0	0	0	50	0	2840754	1	1
ACAD10	599161	203	33	327810	95172	0	0	0	0	50	0	2334822	1	1
ACAD11	210777	598	19	240996	63798	0	0	0	0	50	0	2030868	1	1
ACAD8	270350	623	21	127092	35448	0	0	0	0	50	0	2111592	1	1
ACAD9	1117839	382	54	189840	53844	0	0	0	0	50	2	2410296	1	1
ACADL	190249	696	2	132300	35658	0	0	0	0	50	0	2383290	1	1
ACADM	152734	578	-13	132048	34524	0	0	0	0	50	2	2814546	1	1
ACADS	1741363	349	42	123900	36750	0	0	0	0	50	0	2221380	1	1
ACADSB	256010	673	17	133098	35616	0	0	0	0	50	1	2208486	1	1
ACADVL	1782958	316	21	199206	58590	0	0	0	0	50	1	1960854	1	1
ACAN	561599	560	-1	723786	241500	0	0	0	0	50	0	3051930	1	1
ACAP1	1911735	206	36	224238	66696	0	0	0	0	50	0	2604000	1	1
ACAP2	431673	561	43	245868	59682	0	0	0	0	50	0	2421552	1	1
ACAP3	1744013	273	28	254982	72492	0	0	0	0	50	0	2689680	1	1
ACAT1	417904	695	19	130536	37044	0	0	0	0	50	1	3497298	1	1
